100, 46.000000
200, 89.699997
300, 149.199997
400, 192.399994
500, 241.100006
600, 295.600006
700, 334.200012
800, 325.500000
900, 430.899994
1000, 473.399994
1100, 508.600006
1200, 559.099976
1300, 637.599976
1400, 675.400024
1500, 716.599976
1600, 792.299988
1700, 816.599976
1800, 877.900024
1900, 940.000000
2000, 948.500000
2100, 1010.500000
2200, 1073.000000
2300, 1079.300049
2400, 1156.699951
2500, 1201.099976
2600, 1254.900024
2700, 1347.500000
2800, 1386.199951
2900, 1426.300049
3000, 1477.900024
3100, 1535.800049
3200, 1527.099976
3300, 1355.500000
3400, 1671.099976
3500, 1669.300049
3600, 1654.400024
3700, 1787.500000
3800, 1568.300049
3900, 1682.400024
4000, 1817.199951
4100, 1946.500000
4200, 1955.900024
4300, 1997.199951
4400, 2102.100098
4500, 2171.300049
4600, 2193.600098
4700, 2246.199951
4800, 2267.399902
4900, 2369.199951
5000, 2397.100098
5100, 2471.699951
5200, 2525.899902
5300, 2579.100098
5400, 2610.500000
5500, 2654.699951
5600, 2711.300049
5700, 2750.899902
5800, 2818.000000
5900, 2894.800049
6000, 2929.500000
6100, 2937.899902
6200, 2993.800049
6300, 3104.699951
6400, 3093.899902
6500, 3160.600098
6600, 3268.699951
6700, 3352.100098
6800, 3393.300049
6900, 3390.899902
7000, 3439.500000
7100, 3471.500000
7200, 3548.500000
7300, 3552.800049
7400, 3629.899902
7500, 3688.199951
7600, 3761.300049
7700, 3790.500000
7800, 3859.899902
7900, 3898.500000
8000, 3938.100098
8100, 4027.899902
8200, 4004.699951
8300, 4017.899902
8400, 4144.700195
8500, 4254.500000
8600, 4207.299805
8700, 4327.899902
8800, 4342.899902
8900, 4403.500000
9000, 4448.299805
9100, 4524.000000
9200, 4491.000000
9300, 4612.100098
9400, 4533.600098
9500, 4596.299805
9600, 4579.899902
9700, 4718.100098
9800, 4814.799805
9900, 4878.700195
10000, 4819.399902
10100, 4959.000000
10200, 4931.600098
10300, 5018.600098
10400, 5020.700195
10500, 5134.000000
10600, 5091.899902
10700, 5262.100098
10800, 5247.700195
10900, 5396.399902
11000, 5421.299805
11100, 5416.799805
11200, 5516.899902
11300, 5487.700195
11400, 5544.899902
11500, 5579.700195
11600, 5657.200195
11700, 5693.100098
11800, 5740.600098
11900, 5796.500000
12000, 5880.000000
12100, 5976.500000
12200, 5970.600098
12300, 5929.799805
12400, 6106.299805
12500, 6117.000000
12600, 6280.100098
12700, 6249.799805
12800, 6404.899902
12900, 6333.899902
13000, 6454.000000
13100, 6466.500000
13200, 6563.399902
13300, 6557.799805
13400, 6626.799805
13500, 6626.200195
13600, 6638.000000
13700, 6818.000000
13800, 6833.299805
13900, 6898.100098
14000, 6972.500000
14100, 6964.299805
14200, 7046.299805
14300, 7027.799805
14400, 7162.000000
14500, 7126.500000
14600, 7155.700195
14700, 7254.899902
14800, 7322.399902
14900, 7397.100098
15000, 7418.000000
15100, 7452.700195
15200, 7505.700195
15300, 7539.299805
15400, 7642.100098
15500, 7658.299805
15600, 7644.200195
15700, 7034.899902
15800, 6203.399902
15900, 7787.600098
16000, 7692.899902
16100, 7693.500000
16200, 7935.899902
16300, 6455.299805
16400, 6492.000000
16500, 7014.000000
16600, 7463.899902
16700, 7781.299805
16800, 7709.899902
16900, 8060.299805
17000, 8267.299805
17100, 8300.000000
17200, 8371.400391
17300, 8433.299805
17400, 8411.700195
17500, 8598.200195
17600, 8228.599609
17700, 8485.200195
17800, 8449.799805
17900, 8429.500000
18000, 8594.799805
18100, 8715.299805
18200, 8813.000000
18300, 8747.599609
18400, 9078.500000
18500, 9004.000000
18600, 9017.000000
18700, 9017.700195
18800, 8410.900391
18900, 8030.500000
19000, 8351.500000
19100, 8737.299805
19200, 8877.099609
19300, 8893.900391
19400, 9135.700195
19500, 9365.299805
19600, 8564.799805
19700, 9345.299805
19800, 9326.400391
19900, 9321.000000
20000, 9410.700195
20100, 9614.799805
20200, 9743.599609
20300, 9639.700195
20400, 9678.299805
20500, 10007.099609
20600, 9844.099609
20700, 9843.200195
20800, 9813.799805
20900, 9911.099609
21000, 9845.500000
21100, 10114.200195
21200, 9862.799805
21300, 10424.400391
21400, 10322.700195
21500, 10302.700195
21600, 10437.900391
21700, 10488.900391
21800, 10381.900391
21900, 10575.500000
22000, 10775.500000
22100, 10735.000000
22200, 10835.900391
22300, 10860.099609
22400, 10993.400391
22500, 11025.799805
22600, 10991.400391
22700, 11048.500000
22800, 11053.599609
22900, 11110.500000
23000, 11098.700195
23100, 11098.000000
23200, 11347.200195
23300, 11342.200195
23400, 11485.200195
23500, 11504.700195
23600, 11389.900391
23700, 11498.799805
23800, 11584.000000
23900, 11537.599609
24000, 11715.299805
24100, 11778.799805
24200, 11900.099609
24300, 11912.200195
24400, 11872.599609
24500, 11834.500000
24600, 12118.200195
24700, 12104.000000
24800, 12223.900391
24900, 12159.000000
25000, 12292.500000
25100, 12107.900391
25200, 12296.599609
25300, 12476.200195
25400, 12128.200195
25500, 12374.099609
25600, 12447.799805
25700, 12392.599609
25800, 12521.599609
25900, 12539.299805
26000, 12544.000000
26100, 12625.299805
26200, 12600.900391
26300, 12753.500000
26400, 12780.500000
26500, 12969.900391
26600, 12859.700195
26700, 12931.700195
26800, 13036.900391
26900, 12948.000000
27000, 13139.700195
27100, 13174.500000
27200, 13159.900391
27300, 13208.400391
27400, 13308.000000
27500, 13334.799805
27600, 13513.099609
27700, 13371.900391
27800, 13599.200195
27900, 13647.000000
28000, 13579.900391
28100, 13690.099609
28200, 13868.000000
28300, 13898.400391
28400, 13979.900391
28500, 13966.900391
28600, 14002.400391
28700, 14180.099609
28800, 13980.500000
28900, 14081.299805
29000, 14049.799805
29100, 14161.299805
29200, 14213.000000
29300, 14296.400391
29400, 14421.000000
29500, 14434.500000
29600, 14534.299805
29700, 14573.799805
29800, 14531.799805
29900, 14686.700195
30000, 14629.500000
30100, 14681.500000
30200, 14733.400391
30300, 14830.299805
30400, 14950.799805
30500, 14928.700195
30600, 15075.099609
30700, 15138.900391
30800, 15055.500000
30900, 14964.200195
31000, 15191.700195
31100, 15177.799805
31200, 15316.900391
31300, 15394.400391
31400, 15400.599609
31500, 15465.799805
31600, 15571.400391
31700, 15644.000000
31800, 15669.799805
31900, 15788.599609
32000, 15739.400391
32100, 15852.799805
32200, 15936.200195
32300, 15742.799805
32400, 16018.000000
32500, 15966.799805
32600, 16258.900391
32700, 15991.500000
32800, 16168.099609
32900, 16409.900391
33000, 16270.500000
33100, 16417.400391
33200, 16250.599609
33300, 16353.799805
33400, 16522.500000
33500, 16421.300781
33600, 16496.599609
33700, 16665.400391
33800, 16793.199219
33900, 16810.500000
34000, 16686.800781
34100, 16801.900391
34200, 16902.000000
34300, 16862.900391
34400, 17034.000000
34500, 17012.599609
34600, 16871.400391
34700, 17059.300781
34800, 17171.099609
34900, 17117.800781
35000, 17161.099609
35100, 17248.099609
35200, 17313.000000
35300, 17185.800781
35400, 17413.800781
35500, 17466.699219
35600, 17475.599609
35700, 17566.800781
35800, 17629.300781
35900, 17671.900391
36000, 17835.500000
36100, 17682.699219
36200, 18030.599609
36300, 17936.599609
36400, 17905.300781
36500, 17969.400391
36600, 17863.099609
36700, 18074.699219
36800, 18012.400391
36900, 18124.699219
37000, 18233.599609
37100, 18338.500000
37200, 18399.699219
37300, 18346.800781
37400, 18497.300781
37500, 18484.500000
37600, 18560.599609
37700, 18567.699219
37800, 18664.300781
37900, 18837.000000
38000, 18627.000000
38100, 18920.699219
38200, 18758.800781
38300, 18884.000000
38400, 18799.599609
38500, 18980.599609
38600, 18871.300781
38700, 19242.300781
38800, 19071.900391
38900, 19212.000000
39000, 19201.400391
39100, 19243.199219
39200, 19405.900391
39300, 19370.900391
39400, 19543.099609
39500, 19417.199219
39600, 19583.400391
39700, 19554.300781
39800, 19761.099609
39900, 19752.500000
40000, 19781.000000
40100, 19787.599609
40200, 19874.800781
40300, 19924.300781
40400, 20060.099609
40500, 19975.500000
40600, 20104.000000
40700, 19923.900391
40800, 20254.000000
40900, 20175.400391
41000, 20143.599609
41100, 20397.199219
41200, 20251.599609
41300, 20395.500000
41400, 20317.300781
41500, 20543.699219
41600, 20324.300781
41700, 20615.000000
41800, 20629.300781
41900, 20888.500000
42000, 20715.000000
42100, 20679.500000
42200, 20952.900391
42300, 21089.500000
42400, 20850.900391
42500, 20963.900391
42600, 21115.400391
42700, 21065.099609
42800, 21144.800781
42900, 21156.400391
43000, 21099.199219
43100, 21141.099609
43200, 21229.099609
43300, 21303.099609
43400, 21267.900391
43500, 21453.500000
43600, 21552.900391
43700, 21442.300781
43800, 21536.500000
43900, 21857.000000
44000, 21695.699219
44100, 21849.500000
44200, 21878.900391
44300, 21921.699219
44400, 21870.099609
44500, 21960.099609
44600, 22152.199219
44700, 22107.300781
44800, 22137.599609
44900, 22096.300781
45000, 22053.099609
45100, 22260.099609
45200, 22198.400391
45300, 22517.099609
45400, 22469.199219
45500, 22418.500000
45600, 22679.500000
45700, 22438.800781
45800, 22650.599609
45900, 22670.199219
46000, 22706.900391
46100, 22731.199219
46200, 22887.300781
46300, 22864.000000
46400, 23186.699219
46500, 23099.800781
46600, 23109.699219
46700, 23056.800781
46800, 23285.500000
46900, 23081.800781
47000, 23146.599609
47100, 23054.800781
47200, 23090.400391
47300, 23235.800781
47400, 23252.099609
47500, 23505.099609
47600, 23218.300781
47700, 23282.400391
47800, 23444.000000
47900, 23388.500000
48000, 23561.900391
